match_id,radiant_win
6,0.829047649342
7,0.748647119298
10,0.186615622434
13,0.857646102926
16,0.236773284277
18,0.388148099666
19,0.507069656475
24,0.548569670791
33,0.208103404281
37,0.673718219957
41,0.16401164023
42,0.30512084187
55,0.209505984718
60,0.666640509395
62,0.544635619871
63,0.627559423671
64,0.0956640498397
71,0.493956206952
72,0.309139437938
83,0.474588313779
85,0.792590313972
89,0.925993141096
92,0.732567756769
100,0.957004716881
102,0.889659567322
108,0.538709051819
111,0.772729339893
126,0.192655628451
130,0.0485435005859
140,0.782478933341
141,0.264786409522
152,0.83328900694
153,0.754385770584
159,0.548800241296
160,0.580258218882
163,0.587071448456
178,0.569458216153
179,0.382129878886
181,0.668093210634
196,0.154011452093
206,0.115611278829
209,0.542918611124
216,0.579205910752
228,0.0792094101705
230,0.409658500614
242,0.707317274719
245,0.173251771538
261,0.50529930156
274,0.493602086361
282,0.718382433896
289,0.514353912432
296,0.0939566771082
297,0.606214214582
302,0.313938284454
304,0.024670960569
313,0.789196805603
316,0.482167954574
317,0.416568113631
344,0.879819875519
348,0.747541534751
352,0.512769766418
354,0.558481579427
361,0.440537992309
362,0.2141009114
363,0.735772615544
365,0.393080434774
375,0.303828257902
380,0.33953556254
384,0.515285606709
394,0.777339119713
399,0.607476235089
404,0.714502529123
406,0.631822024619
430,0.148953490257
432,0.299152551702
443,0.456304515456
463,0.60990850436
467,0.519120204612
474,0.166071050903
488,0.227400908787
502,0.91071509246
503,0.262901244023
507,0.309817298683
508,0.416744147814
509,0.457582534166
516,0.349051523145
528,0.275581255713
542,0.62306855686
547,0.172499091282
552,0.564322230513
555,0.629914673425
561,0.619429273334
569,0.81479562091
575,0.946167074816
576,0.81671321735
582,0.187866428039
585,0.444654751886
586,0.548571967111
590,0.783014316822
592,0.229855261711
598,0.409133685613
599,0.254366942686
600,0.709116158572
601,0.546664137518
603,0.318711232387
617,0.460296992848
628,0.481452751602
634,0.135158804489
635,0.301987943829
639,0.44091335071
644,0.640901575499
646,0.757939992643
650,0.0878259305251
659,0.824273531918
663,0.377571156214
668,0.66922434523
670,0.410027562657
678,0.407515213531
679,0.260912431996
686,0.788180516823
694,0.274563434923
696,0.883186139697
702,0.894518267129
709,0.374702033435
712,0.355903620695
723,0.233983246569
729,0.435351890503
733,0.765592892776
735,0.38802890682
737,0.385995912504
749,0.699300183611
752,0.474549963888
767,0.920267807195
771,0.119068478745
778,0.48125681467
780,0.745008735742
790,0.496134205368
797,0.379376149249
802,0.30854985433
805,0.703352366695
807,0.758455683298
808,0.836295921815
811,0.346992829808
815,0.140653136816
820,0.759860723179
838,0.155484725268
861,0.146859517159
886,0.230102941962
889,0.10973135826
904,0.649439999593
913,0.436640838405
928,0.723570074864
931,0.626348050822
932,0.664794506998
945,0.745467202852
953,0.848633608319
955,0.348390228073
970,0.541335601433
972,0.403667520743
